track_id,traj_id,geometry,acceleration,speed,timedelta
1,traj_id,POINT (4.7395 52.648837),0.0,4.451456946414993,
1,traj_id,POINT (4.739525 52.6488),0.0,4.451456946414993,0 days 00:00:01
1,traj_id,POINT (4.739534 52.648794),-3.5476710358639387,0.9037859105510544,0 days 00:00:01
1,traj_id,POINT (4.739542 52.648802),0.13817658375489006,1.0419624943059445,0 days 00:00:01
1,traj_id,POINT (4.739551 52.648811),0.13024525042437407,1.1722077447303185,0 days 00:00:01
1,traj_id,POINT (4.739559 52.648819),-0.13024535904323553,1.041962385687083,0 days 00:00:01
1,traj_id,POINT (4.739568 52.648827),0.036720610746241444,1.0786829964333244,0 days 00:00:01
1,traj_id,POINT (4.739576 52.648835),-0.03672070846480335,1.041962287968521,0 days 00:00:01
1,traj_id,POINT (4.739574 52.648841),-0.36070136594634805,0.681260922022173,0 days 00:00:01
1,traj_id,POINT (4.739562 52.648842),0.13849514255664042,0.8197560645788134,0 days 00:00:01
1,traj_id,POINT (4.739562 52.648842),-0.8197560645788134,0.0,0 days 00:00:01
1,traj_id,POINT (4.739552 52.648852),1.302452731011017,1.302452731011017,0 days 00:00:01
1,traj_id,POINT (4.739558 52.648865),0.20009780013708522,1.5025505311481022,0 days 00:00:01
1,traj_id,POINT (4.739562 52.648859),-0.7820753778784919,0.7204751532696103,0 days 00:00:01
1,traj_id,POINT (4.73957 52.648859),-0.17903004229998665,0.5414451109696237,0 days 00:00:01
1,traj_id,POINT (4.73957 52.648857),-0.31888581688721807,0.22255929408240563,0 days 00:00:01
1,traj_id,POINT (4.739576 52.648863),0.5589122838503392,0.7814715779327448,0 days 00:00:01
1,traj_id,POINT (4.739581 52.64886),-0.30611366294388787,0.47535791498885693,0 days 00:00:01
1,traj_id,POINT (4.739595 52.648849),1.07259997379194,1.547957888780797,0 days 00:00:01
1,traj_id,POINT (4.739602 52.648844),-0.8171830268758841,0.7307748619049129,0 days 00:00:01
1,traj_id,POINT (4.73961 52.648841),-0.09468409259291244,0.6360907693120005,0 days 00:00:01
1,traj_id,POINT (4.739621 52.648839),0.14095109085720237,0.7770418601692028,0 days 00:00:01
1,traj_id,POINT (4.739633 52.64884),0.04271424082770803,0.8197561009969109,0 days 00:00:01
1,traj_id,POINT (4.739643 52.648846),0.13095993202394762,0.9507160330208585,0 days 00:00:01
1,traj_id,POINT (4.739685 52.648862),2.4034441681542433,3.3541602011751017,0 days 00:00:01
1,traj_id,POINT (4.739703 52.648867),-2.0148636161447797,1.3392965850303222,0 days 00:00:01
